,Age,workclass,fnlwgt,education num,marital-status,Occuption,race,sex,capital gain,capital loss,hours per week,native country,revenue
20759,31,3,169002,9,2,5,0,1,0,0,55,0,0
20760,45,3,229967,9,0,3,0,1,13550,0,50,0,1
20761,34,3,422836,9,0,9,0,1,0,0,40,4,0
20762,27,1,230922,14,4,3,0,1,0,0,40,32,0
20763,40,3,195892,10,0,13,3,0,0,0,40,0,0
20764,68,3,163346,9,6,6,0,0,0,0,32,0,0
20765,51,3,82566,9,2,2,0,1,0,0,50,0,0
20766,55,3,86505,9,2,12,0,1,0,0,20,0,0
20767,43,3,178780,12,2,3,0,1,0,0,45,0,1
20768,23,1,173945,13,4,9,0,0,0,0,27,0,0
20769,48,3,176810,9,2,7,0,1,0,0,40,0,0
20770,42,4,23813,10,2,9,2,1,2885,0,30,0,0
20771,51,4,210736,9,4,3,0,1,10520,0,40,0,1
20772,32,3,343789,9,2,6,0,1,5013,0,55,0,0
20773,34,3,113838,10,2,11,0,1,0,0,45,0,1
20774,31,2,121055,9,2,2,0,1,0,0,70,0,1
20775,17,3,566049,6,4,7,0,1,0,0,8,0,0
20776,37,3,67433,9,2,0,0,0,0,0,40,0,1
20777,26,3,39014,8,2,8,4,0,0,0,40,21,0
20778,17,3,51939,7,4,11,0,0,0,0,15,0,0
20779,34,3,100669,13,2,13,1,1,0,0,40,0,1
20780,46,3,155659,7,2,2,0,1,0,1902,40,0,1
20781,41,2,32185,14,2,3,0,1,0,0,40,0,1
20782,59,3,138370,6,3,10,1,1,0,0,40,3,0
20783,50,5,172281,9,2,3,0,1,7688,0,50,0,1
20784,46,3,180505,9,2,6,3,1,0,0,40,0,0
20785,45,3,168262,14,0,9,0,1,0,0,40,0,0
20786,27,3,85126,9,4,6,0,0,0,0,40,0,0
20787,31,3,113838,13,2,9,0,1,0,0,50,0,0
20788,32,3,197457,9,0,12,0,0,1471,0,38,0,0
20789,28,3,197905,9,2,2,0,1,0,0,50,0,0
20790,32,3,316589,13,2,3,0,1,0,0,40,0,1
20791,36,3,336367,12,4,3,0,1,0,0,50,0,0
20792,39,4,143123,11,2,2,0,1,0,2415,40,0,1
20793,23,3,209955,9,4,2,0,1,0,0,40,0,0
20794,44,3,210013,9,2,13,0,1,0,0,40,0,1
20795,37,3,224541,10,2,13,0,1,0,0,40,0,0
20796,36,3,275653,4,3,6,0,0,2977,0,40,5,0
20797,45,3,88061,7,3,6,1,0,0,0,40,27,0
20798,43,0,195897,9,2,4,0,1,7298,0,40,0,1
20799,49,3,43206,15,4,9,0,0,0,0,55,0,1
20800,37,3,202950,9,2,13,0,1,0,0,40,0,1
20801,26,3,154093,9,4,13,3,1,0,0,40,0,0
20802,34,3,112115,15,2,9,0,1,0,1977,55,0,1
20803,51,3,355954,10,2,2,0,1,0,0,60,0,1
20804,24,3,379418,10,4,0,0,0,0,0,40,0,0
20805,67,5,286372,13,2,13,0,1,0,0,40,0,0
20806,40,3,48087,9,2,11,0,1,7298,0,45,0,1
20807,32,3,387270,9,2,11,0,0,0,0,40,0,1
20808,21,3,270043,10,4,7,0,0,0,0,16,0,0
20809,39,5,65738,10,2,7,0,0,0,0,15,0,1
20810,33,3,159888,7,2,2,0,1,0,0,40,0,0
20811,48,3,278039,9,0,11,0,1,0,0,60,0,0
20812,21,3,265434,10,4,9,0,0,0,0,30,0,0
20813,68,4,52052,11,6,11,0,0,25124,0,50,0,1
20814,24,3,208882,9,4,2,3,1,0,0,40,0,0
20815,24,3,229393,7,4,4,0,1,2463,0,40,0,0
20816,23,3,53513,13,4,3,0,0,0,0,45,0,0
20817,40,3,225193,9,2,5,0,1,0,0,63,0,0
20818,48,3,166809,13,3,3,0,0,0,0,50,0,1
20819,42,5,175674,9,2,11,0,1,0,0,60,0,0
20820,45,0,368947,13,4,10,3,0,0,0,40,0,0
20821,31,3,194901,9,2,11,0,1,0,0,50,0,1
20822,53,3,203173,11,2,3,0,1,0,0,45,0,0
20823,25,3,267431,13,4,9,3,0,0,0,55,0,0
20824,32,3,111836,10,2,7,3,1,0,0,50,0,0
20825,41,4,149102,13,2,3,0,1,0,0,35,0,1
20826,57,2,121111,9,0,0,0,0,0,0,40,0,0
20827,25,3,130397,6,4,4,2,1,0,0,40,0,0
20828,40,3,212847,10,2,6,0,1,0,2179,40,0,0
20829,17,3,184198,7,4,11,0,0,0,0,13,0,0
20830,17,3,121287,5,4,2,0,1,0,0,40,0,0
20831,82,4,120408,10,6,11,0,1,0,0,20,0,0
20832,40,3,164678,12,0,9,0,0,0,0,32,0,0
20833,26,3,388812,10,4,11,3,1,0,0,35,0,0
20834,37,3,294919,10,0,13,0,1,0,0,40,0,0
20835,25,3,101684,6,2,13,0,1,0,0,40,0,0
20836,65,3,36209,6,2,5,0,1,0,0,22,0,1
20837,39,3,123983,13,0,11,1,1,0,0,40,26,0
20838,36,5,340001,9,2,2,0,1,0,0,40,0,0
20839,37,5,203828,9,2,11,0,1,0,0,45,0,0
20840,23,3,183789,9,4,11,0,1,0,0,40,0,0
20841,34,3,305619,9,2,2,0,1,0,0,40,0,1
20842,63,5,174181,13,2,9,0,1,0,0,20,0,0
20843,59,3,131869,9,6,7,0,0,0,0,35,0,0
20844,49,5,43479,10,2,2,0,1,0,0,40,0,0
20845,17,3,118792,7,4,11,0,0,0,0,9,0,0
20846,28,3,272913,6,2,5,0,1,0,0,30,4,0
20847,45,0,222011,13,2,5,0,1,0,0,40,0,0
20848,40,4,301007,13,2,9,0,1,0,0,60,0,0
20849,45,3,197731,9,2,6,0,1,0,0,40,0,0
20850,20,3,173736,5,4,6,0,1,0,0,40,0,0
20851,59,2,93211,13,2,3,0,0,0,0,22,0,1
20852,41,3,24763,9,0,13,0,1,7443,0,40,0,0
20853,49,2,219021,10,0,3,0,1,0,0,48,0,1
20854,37,3,137229,11,0,11,0,1,0,0,45,0,1
20855,31,5,281030,9,2,2,0,1,0,0,45,0,0
20856,21,3,234108,10,4,5,0,1,0,0,40,0,0
20857,27,3,46868,13,4,12,0,0,0,0,15,0,0
20858,51,3,173291,9,0,7,0,0,0,0,40,0,0
20859,46,3,305160,2,2,5,0,1,0,0,40,4,0
20860,48,3,212954,10,2,2,0,1,0,0,60,0,1
20861,39,2,112284,14,0,9,0,0,0,0,40,0,0
20862,50,3,164198,12,2,5,3,1,15024,0,45,0,1
20863,41,3,152958,9,2,2,0,1,0,0,40,0,1
20864,21,3,145389,10,4,9,0,0,0,0,25,0,0
20865,54,4,119570,12,2,11,0,1,0,0,50,0,1
20866,40,3,272343,9,2,0,0,0,0,0,40,0,1
20867,44,3,187720,9,2,2,0,1,0,0,41,0,0
20868,50,3,145409,9,2,13,0,1,0,0,50,0,1
20869,42,3,208726,10,0,3,0,0,0,0,45,0,0
20870,34,3,203488,9,4,2,0,1,0,0,40,0,0
20871,46,3,330416,10,2,0,0,1,0,0,40,0,0
20872,35,3,25803,9,2,2,0,1,0,0,40,0,0
20873,38,3,171150,12,2,9,0,1,0,0,40,0,1
20874,37,3,82576,15,0,9,0,1,14084,0,36,0,1
20875,30,3,329425,9,2,2,0,1,0,0,40,0,0
20876,22,3,185452,13,4,3,0,0,0,0,40,0,0
20877,21,3,201179,9,4,0,0,1,0,0,40,0,0
20878,40,3,182268,1,3,0,0,1,0,0,40,0,0
20879,56,5,95763,9,2,2,0,1,0,0,55,0,0
20880,48,3,125892,5,2,6,0,1,0,0,40,12,0
20881,21,3,121407,11,4,7,0,0,0,0,36,0,0
20882,52,3,373367,7,6,2,0,1,0,0,40,0,0
20883,60,2,165982,14,2,3,0,1,0,0,50,0,1
20884,45,3,165484,16,2,9,0,1,0,0,50,0,1
20885,30,3,156890,9,2,6,0,1,0,0,45,0,0
20886,31,3,156763,9,2,11,0,1,2829,0,40,0,0
20887,36,3,219814,5,2,2,0,1,0,0,35,24,0
20888,42,3,171841,15,2,9,0,1,0,0,60,0,0
20889,28,2,168524,14,2,9,0,0,7688,0,35,0,1
20890,62,3,205643,15,2,2,0,1,0,0,45,0,1
20891,45,3,102559,11,2,2,0,1,0,0,40,8,1
20892,47,3,60267,13,2,3,0,1,0,0,38,0,1
20893,43,3,388725,12,2,11,0,1,0,0,40,0,0
20894,24,3,215712,10,4,7,0,1,0,0,35,0,0
20895,44,3,171722,9,5,7,0,0,0,0,39,0,0
20896,25,3,193051,9,4,3,0,1,0,0,25,0,0
20897,21,3,305446,10,4,3,0,1,0,0,40,0,0
20898,29,3,146949,11,2,9,0,1,0,0,43,0,0
20899,21,3,322144,10,4,7,0,1,0,0,40,0,0
20900,41,4,75742,15,2,9,0,1,0,0,45,22,1
20901,55,5,95149,10,2,13,0,1,0,0,99,0,0
20902,42,3,68469,9,2,2,0,1,0,0,40,0,0
20903,63,5,27653,9,2,4,0,1,0,0,35,0,0
20904,21,3,410439,10,4,11,0,1,0,0,24,0,0
20905,45,3,228570,9,2,11,0,0,0,0,35,0,0
20906,21,3,141453,9,4,7,0,0,0,0,40,0,0
20907,34,3,88215,14,2,9,1,0,0,0,40,26,1
20908,53,3,48641,8,4,7,4,0,0,0,35,0,0
20909,45,3,185385,9,2,6,0,1,0,0,40,0,0
20910,47,3,341471,9,0,8,0,0,0,0,4,0,0
20911,41,3,163322,7,0,3,0,0,0,0,36,0,0
20912,35,3,99357,13,2,3,0,0,0,1977,30,0,1
20913,43,4,602513,14,2,3,0,1,0,0,50,0,1
20914,53,2,287192,2,2,7,0,1,0,0,32,4,0
20915,34,3,215047,10,4,3,0,1,0,0,45,0,0
20916,46,0,97863,11,2,0,0,1,5178,0,40,0,1
20917,59,3,308118,12,6,3,0,0,0,0,40,0,1
20918,53,3,137192,13,0,3,1,1,0,0,50,0,0
20919,33,3,275369,4,5,5,3,1,0,0,35,19,0
20920,45,3,99971,9,2,13,0,1,0,0,50,0,0
20921,48,4,103713,14,2,11,0,1,0,0,40,0,1
20922,42,3,253770,10,0,0,0,0,0,0,40,0,0
20923,55,3,162205,9,2,13,0,1,5178,0,72,0,1
20924,46,5,31267,9,2,13,0,1,0,0,50,0,0
20925,17,3,198146,7,4,11,0,0,0,0,16,0,0
20926,23,3,178207,10,4,5,2,0,0,0,35,0,0
20927,21,3,317175,9,4,13,0,1,0,0,60,0,0
20928,53,0,221791,9,0,2,3,1,0,0,40,0,0
20929,61,4,187124,9,2,3,0,1,0,0,20,0,1
20930,58,1,280519,9,0,7,3,1,0,0,40,0,0
20931,36,3,207568,9,2,2,0,1,0,0,50,0,0
20932,45,2,192684,10,0,0,3,0,0,0,38,0,0
20933,39,3,103260,13,2,2,0,0,0,0,30,0,1
20934,39,3,191227,13,0,3,0,0,13550,0,50,0,1
20935,48,4,382242,16,2,3,0,0,0,0,40,0,1
20936,41,3,106900,13,2,12,0,1,0,0,38,0,0
20937,30,3,48520,12,2,9,0,1,0,2002,40,0,0
20938,50,3,55527,12,0,2,3,1,0,0,45,0,0
20939,51,5,246820,9,2,2,0,1,7298,0,48,0,1
20940,23,3,33884,10,5,11,0,0,0,0,40,0,0
20941,41,3,29762,10,2,2,0,1,0,0,60,0,0
20942,47,0,168109,9,2,0,0,1,0,0,70,0,0
20943,51,3,207449,13,2,3,0,1,0,0,55,0,0
20944,60,4,189098,9,2,7,0,1,0,0,40,0,0
20945,51,3,194259,13,0,12,0,0,0,0,40,0,0
20946,20,2,194630,10,4,7,0,1,0,0,40,0,0
20947,29,2,179681,9,4,13,0,0,0,0,37,0,0
20948,42,1,136996,10,2,10,3,1,0,0,48,0,0
20949,32,3,143604,9,0,7,3,0,0,0,16,0,0
20950,19,3,243373,8,4,11,0,1,1055,0,40,0,0
20951,34,3,261799,11,2,0,3,1,0,0,45,0,1
20952,48,3,143281,9,6,6,0,0,0,0,48,0,0
20953,38,3,185556,10,2,2,0,1,0,0,40,25,0
20954,38,3,111499,15,4,9,0,0,0,0,50,0,1
20955,40,5,280433,13,2,2,0,1,0,0,50,0,0
20956,39,3,37314,14,4,3,0,1,0,0,50,0,1
20957,26,3,270151,13,4,11,0,0,0,0,40,0,0
20958,23,1,96748,10,4,9,0,1,0,0,10,0,0
20959,20,3,164775,3,4,5,0,1,0,0,40,24,0
20960,49,3,190319,13,3,0,2,1,0,0,40,11,0
20961,23,3,213115,9,4,0,3,0,0,0,40,0,0
20962,47,3,156926,13,2,3,0,1,0,0,45,8,1
20963,43,3,112967,10,2,10,0,1,0,0,40,0,0
20964,56,3,35373,10,0,7,0,1,0,0,30,0,0
20965,60,5,220342,7,2,4,0,1,0,0,35,0,0
20966,29,3,163167,9,0,11,0,1,0,0,40,0,0
20967,25,3,404951,13,4,3,3,0,0,0,38,0,0
20968,39,3,122032,11,4,6,0,1,0,0,40,0,0
20969,37,3,143582,11,4,0,4,0,4101,0,35,0,0
20970,38,3,108140,13,4,3,0,1,2202,0,45,0,0
20971,47,3,251508,9,0,12,0,0,0,0,36,0,0
20972,50,5,197054,15,0,11,0,1,0,0,50,0,1
20973,64,5,36960,9,2,4,0,1,0,0,40,0,1
20974,35,3,165930,10,2,2,0,1,0,0,40,0,0
20975,42,3,214503,13,2,9,0,1,0,0,44,0,1
20976,51,3,110458,13,5,9,0,1,0,0,40,0,0
20977,21,3,202125,9,4,7,0,1,0,0,40,0,0
20978,53,5,284329,14,0,3,0,1,0,0,50,0,1
20979,29,3,192924,11,0,0,0,0,0,0,40,0,0
20980,37,3,340614,14,2,9,0,1,0,0,50,0,1
20981,20,3,196678,8,4,0,0,0,0,0,40,0,0
20982,18,3,266489,10,4,3,0,1,0,0,50,0,0
20983,57,3,61474,10,2,3,0,1,7688,0,45,0,1
20984,27,3,215955,10,2,0,0,1,2829,0,40,0,0
20985,23,4,215395,11,4,2,0,1,0,0,50,0,0
20986,36,4,183898,13,0,11,0,1,0,0,60,0,0
20987,48,3,97176,9,0,0,0,0,0,0,40,0,0
20988,40,3,145160,10,2,6,0,1,0,0,43,0,0
20989,51,3,357949,13,0,9,0,0,0,0,16,0,0
20990,59,3,177120,5,2,7,0,1,0,0,40,0,0
20991,32,3,288229,10,2,11,1,0,0,0,40,34,0
20992,39,3,509060,10,0,7,0,1,0,0,40,0,0
20993,32,3,47932,9,2,5,0,1,0,0,40,0,0
20994,38,3,103925,9,2,0,0,0,0,0,40,0,1
20995,44,1,183829,13,4,0,0,0,0,0,38,0,0
20996,51,3,138852,9,2,12,0,1,0,0,40,0,0
20997,54,3,188186,9,4,7,0,0,0,0,20,39,0
20998,22,3,34616,10,4,11,0,0,0,0,30,0,0
20999,19,3,220819,9,4,4,0,0,0,0,40,0,0
21000,31,0,281540,12,2,12,0,1,0,0,45,0,0
21001,53,3,47396,9,2,2,0,1,0,0,40,0,0
21002,28,3,141350,13,2,3,0,1,0,0,45,0,0
21003,19,3,331433,9,4,10,0,1,0,0,32,0,0
21004,40,0,346532,10,2,0,3,1,0,0,40,0,1
21005,21,3,241367,10,4,0,0,1,0,0,10,0,0
21006,39,3,216256,13,2,3,0,1,0,0,60,25,1
21007,40,2,153031,14,2,9,0,1,7298,0,35,0,1
21008,36,3,116138,9,2,9,1,1,0,0,40,14,0
21009,18,3,193166,5,4,11,0,0,0,0,42,0,0
21010,32,4,275094,13,2,11,0,1,7688,0,55,4,1
21011,50,3,81548,9,2,9,0,1,0,0,40,0,0
21012,18,3,167979,7,4,11,0,1,0,0,15,0,0
21013,19,3,67759,9,4,6,0,1,0,0,43,0,0
21014,53,3,200190,10,0,2,0,1,0,0,40,0,1
21015,49,3,403112,9,0,7,3,0,0,0,32,0,0
21016,31,3,142675,10,4,3,0,1,0,0,40,0,0
21017,47,5,88500,9,2,4,0,1,0,0,35,0,0
21018,35,2,145308,10,2,7,0,1,0,0,40,0,0
21019,47,2,204377,10,4,7,0,0,0,0,20,0,0
21020,43,5,260696,14,0,9,0,0,0,0,20,0,0
21021,51,3,231181,10,4,6,0,1,0,0,21,0,0
21022,54,3,260052,14,2,9,0,1,0,0,40,0,1
21023,76,2,178665,5,2,7,0,1,0,0,30,0,0
21024,33,3,226267,4,4,11,0,1,0,0,43,4,0
21025,19,3,111232,8,4,13,0,1,0,0,15,0,0
21026,49,3,87928,11,2,2,0,1,5013,0,40,0,0
21027,26,3,212748,9,2,13,0,1,0,0,40,0,0
21028,23,3,110677,10,4,7,0,0,0,0,15,0,0
21029,49,3,139268,9,2,2,0,1,7298,0,40,0,1
21030,24,3,306779,10,4,11,0,1,0,0,65,0,0
21031,48,3,318331,9,4,11,0,1,0,0,40,0,0
21032,36,1,143385,10,2,10,0,1,0,0,40,0,0
21033,33,3,288273,8,5,0,0,0,1471,0,40,0,0
21034,31,3,167725,13,2,9,1,1,15024,0,48,11,1
21035,53,3,94081,13,2,3,0,1,0,0,44,0,1
21036,22,3,194723,13,4,0,0,0,0,0,10,0,0
21037,43,3,163985,9,2,2,0,1,0,0,40,0,0
21038,31,3,189759,12,2,0,0,1,0,0,40,25,0
21039,53,1,195922,14,0,9,0,0,0,0,40,0,0
21040,36,0,54159,13,2,3,0,1,0,0,45,0,0
21041,47,2,166863,9,2,3,0,1,0,0,40,0,1
21042,52,3,104501,10,2,9,0,1,0,0,40,9,1
21043,39,3,210626,9,0,6,0,0,0,0,40,0,0
21044,24,3,448026,13,4,11,0,1,0,0,40,0,0
21045,17,2,170916,6,4,10,0,0,0,1602,40,0,0
21046,53,2,283602,14,2,9,0,0,15024,0,40,0,1
21047,21,3,189749,10,4,11,0,1,0,0,40,0,0
21048,29,3,90934,13,4,9,1,1,0,0,64,11,1
21049,34,1,253121,13,2,9,0,1,0,0,40,0,0
21050,28,3,181776,10,4,0,0,0,0,0,40,0,0
21051,61,3,162397,13,2,11,0,1,0,0,40,0,1
21052,20,3,70708,9,2,5,0,1,0,0,60,0,0
21053,47,1,103406,9,2,12,0,1,0,0,40,0,0
21054,40,3,224658,13,2,11,0,1,0,0,45,0,1
21055,26,2,213451,10,4,7,3,0,0,0,10,2,0
21056,53,3,139671,10,2,2,0,1,0,0,40,0,1
21057,26,3,36201,13,4,11,0,1,0,0,50,0,0
21058,39,3,237713,15,2,11,0,1,0,2415,99,0,1
21059,17,2,173497,7,4,9,3,1,0,0,15,0,0
21060,46,3,375606,16,4,9,0,1,0,0,40,0,1
21061,34,3,203488,13,2,11,0,1,15024,0,40,0,1
21062,45,5,107231,13,0,9,0,1,0,0,45,23,0
21063,23,3,216811,9,4,0,0,0,0,0,16,0,0
21064,41,3,288679,9,2,2,0,1,0,0,40,0,0
21065,26,3,105516,13,4,11,0,0,0,0,40,0,0
21066,28,5,282972,13,4,9,0,0,0,0,4,0,0
21067,18,4,117372,7,4,11,0,1,0,0,15,0,0
21068,38,3,112497,9,4,9,0,1,0,0,40,0,1
21069,28,3,192384,13,2,11,0,1,0,0,40,0,1
21070,49,3,43348,14,4,9,0,1,0,0,40,0,1
21071,29,3,181822,13,4,11,0,1,0,0,40,0,0
21072,43,2,216070,14,2,3,2,0,0,0,50,0,1
21073,34,1,112062,14,4,9,0,0,0,0,40,0,0
21074,30,3,218551,11,2,11,0,1,0,0,45,0,1
21075,25,3,404616,13,2,3,0,1,0,0,40,0,1
21076,27,3,169460,13,2,3,0,1,0,0,40,0,0
21077,25,3,240081,9,4,11,3,1,0,0,40,0,0
21078,22,3,147655,10,4,0,0,0,0,0,40,0,0
21079,49,3,60751,9,2,10,0,1,0,0,40,0,0
21080,44,5,194636,9,2,2,0,1,3137,0,50,0,0
21081,37,5,154641,12,2,4,0,1,2105,0,50,0,0
21082,39,3,491000,13,4,3,3,1,0,0,45,0,0
21083,33,3,399088,9,0,13,0,0,0,0,40,0,0
21084,41,5,186909,14,2,11,0,0,0,1902,35,0,1
21085,65,3,105491,13,2,3,0,1,99999,0,40,0,1
21086,40,3,34987,13,4,11,0,1,0,0,53,0,0
21087,31,3,288983,10,4,10,0,1,0,0,40,0,0
21088,28,3,266070,10,4,3,0,0,0,0,40,0,0
21089,71,3,110380,9,2,11,0,1,0,2467,52,0,0
21090,25,2,31873,13,4,0,0,0,0,0,40,0,0
21091,25,3,294400,4,2,2,0,1,0,0,60,0,0
21092,36,5,175769,15,2,2,0,1,0,0,60,0,0
21093,56,3,182273,9,2,6,0,1,0,0,40,0,0
21094,34,3,106541,10,2,6,0,1,0,0,40,0,0
21095,39,3,138192,13,2,2,0,1,0,0,40,0,1
21096,31,3,196791,15,0,9,0,0,0,0,45,0,1
21097,22,3,223019,9,4,0,0,0,0,0,20,0,0
21098,44,3,109273,10,4,2,0,1,0,0,38,0,0
21099,60,5,95490,9,2,11,0,1,0,0,45,0,0
21100,65,3,149131,7,0,6,0,1,0,0,40,0,0
21101,44,3,219155,10,2,11,0,1,0,0,50,7,1
21102,53,2,82783,9,0,3,0,1,0,0,40,0,0
21103,28,3,214858,9,2,13,0,1,0,0,40,0,0
21104,41,3,170230,13,0,3,0,0,0,0,45,0,0
21105,35,3,90406,7,2,11,0,0,0,0,40,0,0
21106,41,4,299813,5,2,11,0,0,0,0,70,21,0
21107,28,3,188064,9,2,2,0,1,0,0,35,8,0
21108,53,3,246117,9,2,2,0,1,0,0,40,4,0
21109,26,3,132749,10,4,7,0,0,0,0,45,0,0
21110,28,2,201099,9,4,13,3,0,0,0,40,0,0
21111,27,3,97490,10,0,2,0,0,0,0,40,0,0
21112,27,3,221252,9,4,0,2,0,0,0,8,0,0
21113,26,3,116991,9,2,2,0,1,0,0,40,0,1
21114,53,3,161691,9,6,11,0,0,0,0,35,0,0
21115,34,3,107793,9,2,2,0,1,0,0,40,9,1
21116,50,4,194514,14,4,9,3,1,0,0,50,33,0
21117,30,3,278502,9,0,0,3,0,0,0,62,0,0
21118,47,3,343742,9,5,2,3,1,0,0,40,0,0
21119,55,0,31965,10,2,0,0,1,0,0,40,0,0
21120,35,3,174308,10,4,13,0,1,0,0,40,0,0
21121,39,4,372525,14,2,3,0,1,0,0,60,0,1
21122,30,3,75167,13,2,3,0,1,0,0,55,0,0
21123,39,3,176296,9,2,13,3,1,0,1887,40,0,1
21124,19,3,93518,10,4,11,0,0,0,0,20,0,0
21125,57,5,25124,9,2,7,0,1,0,0,60,0,0
21126,21,3,112137,10,4,9,1,0,0,0,20,27,0
21127,25,5,21472,10,4,7,0,0,0,0,22,0,0
21128,32,3,90969,11,2,13,0,1,0,0,45,0,1
21129,26,3,149734,9,5,2,3,0,0,1594,40,0,0
21130,42,3,52849,10,2,6,0,1,0,0,40,0,0
21131,39,5,106347,10,0,11,0,1,0,0,47,0,0
21132,48,3,199735,13,0,8,0,0,0,0,44,9,0
21133,24,3,488541,10,4,7,3,0,0,0,35,0,0
21134,46,3,403911,11,2,2,3,1,0,0,40,0,1
21135,53,3,172991,10,2,11,0,1,0,0,25,0,0
21136,36,0,210945,10,2,0,0,1,0,0,70,0,0
21137,34,3,157446,9,0,2,0,1,0,0,45,0,0
21138,25,3,109390,9,4,13,0,1,0,0,70,0,0
21139,33,3,134886,10,4,0,0,0,99999,0,30,0,1
21140,45,3,144579,13,2,9,0,1,0,0,40,0,1
21141,31,0,203488,12,4,0,0,1,0,0,40,0,0
21142,21,3,202871,9,4,6,0,1,0,0,20,0,0
21143,33,3,175412,5,0,2,0,1,114,0,55,0,0
21144,44,3,336906,10,0,0,0,0,0,0,40,0,0
21145,34,3,177596,11,2,3,0,0,0,0,40,5,1
21146,30,3,79448,10,0,0,0,0,0,0,10,0,0
21147,32,2,191731,10,4,0,3,0,0,0,40,0,0
21148,29,3,133937,13,2,9,0,1,0,0,40,0,1
21149,20,3,219211,10,4,7,0,1,0,0,20,0,0
21150,35,1,94529,9,0,10,0,0,0,0,40,0,0
21151,35,3,247547,9,5,9,3,0,0,0,40,0,0
21152,29,3,29361,9,4,7,0,0,0,0,38,0,0
21153,21,3,166851,9,4,6,0,1,0,0,40,0,0
21154,43,0,197069,13,2,9,0,1,0,0,40,11,1
21155,33,3,153588,9,2,6,0,1,0,0,40,0,0
21156,61,0,151369,15,2,9,0,1,0,0,50,0,1
21157,42,3,174112,14,4,9,0,0,0,0,40,0,0
21158,33,3,520033,8,2,0,0,0,0,0,40,0,0
21159,35,1,194828,10,4,9,3,0,0,0,40,0,0
21160,22,3,126613,10,4,11,0,0,0,0,20,0,0
21161,61,3,26254,9,0,3,0,0,0,0,40,0,0
21162,28,3,54042,11,4,7,0,0,2463,0,35,0,0
21163,24,3,67804,9,4,7,3,1,0,0,40,0,0
21164,58,2,53481,14,4,9,0,1,0,0,35,0,0
21165,42,3,412379,9,2,5,0,1,0,0,40,0,0
21166,56,3,220187,10,2,11,0,1,0,0,45,0,1
21167,25,3,268222,9,5,5,3,0,0,0,40,0,0
21168,59,3,99131,9,2,0,0,0,0,0,40,0,0
21169,65,5,115498,13,2,11,0,1,3818,0,10,0,0
21170,57,3,317847,14,0,3,0,1,0,2824,50,0,1
21171,36,3,98389,12,2,3,0,1,0,0,44,0,1
21172,42,3,173704,10,2,11,0,1,0,1887,50,0,1
21173,18,3,115443,7,2,2,0,1,0,0,40,0,0
21174,28,3,65078,9,2,2,0,1,0,0,40,0,1
21175,20,3,24896,9,2,0,0,0,0,0,20,0,0
21176,19,3,184710,10,4,12,0,1,0,0,30,0,0
21177,28,3,410450,13,0,7,0,0,0,0,48,7,1
21178,37,3,83893,11,2,0,0,1,0,0,40,0,0
21179,23,3,113309,10,4,13,0,1,0,0,40,0,0
21180,60,3,160625,10,0,2,0,1,0,0,47,0,0
21181,17,2,340043,8,4,0,0,0,0,0,12,0,0
21182,37,2,48976,13,4,9,0,0,4865,0,45,0,0
21183,29,1,243875,11,0,0,0,1,0,0,40,0,0
21184,34,3,554206,9,5,13,3,1,0,0,20,0,0
21185,37,5,205359,10,2,3,0,0,0,0,15,0,0
21186,47,1,167281,13,2,7,0,1,0,0,40,0,0
21187,22,3,35663,9,4,7,0,0,0,0,40,0,0
21188,61,3,357437,9,2,7,0,1,0,0,40,0,0
21189,57,3,390856,3,2,4,0,1,0,0,45,4,0
21190,33,0,331615,16,2,9,0,1,0,1848,40,0,1
21191,54,3,202415,9,2,2,0,1,0,0,40,0,1
21192,40,3,180032,14,4,9,0,0,0,1669,40,0,0
21193,40,3,77247,8,2,2,0,1,0,0,50,0,1
21194,40,2,101795,9,4,10,0,1,0,0,42,0,0
21195,35,3,272019,7,2,2,0,1,0,2057,40,0,0
21196,32,3,198068,7,4,13,0,1,0,0,40,0,0
21197,49,5,199326,10,2,11,0,1,0,0,50,0,0
21198,31,3,178841,9,4,0,0,0,0,0,40,0,0
21199,58,3,136951,13,2,0,1,1,0,0,40,11,0
21200,26,4,109240,13,4,3,0,1,0,0,50,0,0
21201,35,5,128876,4,2,4,0,1,0,0,40,0,0
21202,25,3,103358,10,4,6,0,1,0,0,40,3,0
21203,43,3,354408,8,2,0,3,1,0,0,40,0,0
21204,32,3,206051,10,4,0,0,1,0,0,35,0,0
21205,45,3,155659,13,2,9,0,1,0,0,60,0,1
21206,48,3,143299,9,4,6,3,1,0,0,40,0,0
21207,31,3,252210,3,4,7,0,1,0,0,40,4,0
21208,28,3,398918,9,4,12,0,1,0,0,40,0,0
21209,50,5,240612,13,0,9,0,0,0,0,60,0,0
21210,22,3,429346,9,4,0,3,1,0,0,40,0,0
21211,19,3,123718,10,4,11,0,0,0,0,20,0,0
21212,38,3,455379,13,2,3,0,1,0,0,63,0,1
21213,23,3,376416,9,4,13,0,1,0,0,40,0,0
21214,24,4,234663,13,4,3,0,1,0,0,40,0,0
21215,26,3,282142,11,2,3,0,0,0,0,40,0,0
21216,45,1,208049,9,0,12,0,0,0,0,40,0,0
21217,88,3,68539,10,0,0,0,0,0,0,40,0,0
21218,19,3,126501,7,4,0,2,0,0,0,15,27,0
21219,24,3,186452,9,4,3,0,1,0,0,50,0,0
21220,48,3,165267,6,2,4,3,1,0,0,40,0,0
